document_id,keyword
1123,"ocean observing sensors"
1123,"underwater acoustic networks"
1124,"arrival time"
1124,"artificial neural network"
1124,"Ray acoustic theory"
1125,"numerical modeling"
1125,"underwater acoustics"
1126,Apparatus
1126,"fluid dynamics"
1126,sediment-resuspension
1126,"turbulent currents"
1127,"arbitrary primers"
1127,mangroves
1127,"polymorphic loci"
1127,"RAPD fingerprinting"
1127,thraustochytrids
1217,"Knowledge Field"
1217,"Knowledge Flow"
1217,"Knowledge Gap"
1217,"Knowledge Resistance"
1218,"City-group of Changsha-Zhuzhou-Xiangtan"
1218,"Modern Logistics"
1218,"Union Innovation"
1219,Clustering
1219,Marketing
1219,Telecom
1220,"Petri Nets"
1220,SDN
1220,"Traditional Enterprises"
1221,"Cascading Failure"
1221,"Complex Network"
1221,Identify
1221,"Node Importance Evaluation Method"
1221,"Supply Chain Network"
1222,ANP
1222,"Cluster Supply Chain"
1222,Entropy
1222,"Risk Evaluation"
1223,"Bonded Logistics"
1223,"System Dynamics"
1223,"Vendor Management Inventory (VMI)"
1224,AggieAir-TIR
1224,"remote sensing"
1224,"thermal infrared image"
1224,"Unmanned aerial vehicles"
1224,"unmanned aircraft systems"
1225,"Distributed estimation"
1225,"Estimate fusion"
1225,"Information fusion"
1225,"Parameter estimation"
1225,"Sensor networks"
1226,Electrospinning
1226,"FEA analysis"
1226,"mechanical properties"
1226,nanofibers
1226,polyurethane
1226,"tensile testing"
1227,"PTFE Micro-aperture Membrane"
1227,"Resonant Sound Absorption"
1227,"Sound transmission"
1227,"Sound Transmission Characteristic"
1228,3M<sup>2</sup>sqPCR
1228,electrochemical
1228,"methylene blue"
1228,micro-eletrode
1228,micro-heater
1228,three-module
1229,"Metal nanoparticle"
1229,"Nonradiative energy transfer"
1229,"Surface plasmon resonance"
1229,"Two-photon-excited fluorescence"
1230,"Cluster impact dynamics"
1230,"Molecular Dynamics"
1230,"Thin film"
1274,adhesion
1274,flip-chip
1274,"Indium bump"
1275,IPTV
1275,"Media Synchronisation"
1275,RSS
1276,"hybrid reverberation chamber"
1276,"hybrid TEM cell"
1276,"hyrbid TEM"
1276,reverberation
1276,TEM
1277,"Behavioural science"
1277,"control systems"
1277,"cooperative systems"
1277,"graph theory"
1278,"Computers testing"
1278,"Electromagnetic radiation effects"
1278,"Electromagnetic radiative interference"
1278,modelling
1279,"human computer interaction"
1279,"multimodal user interface"
1279,"software platform"
1280,nanocluster
1280,simulation
1280,"SiOx layer"
1281,BJT
1281,"finite-medium avalanching"
1281,laser
1281,"Lightwave communication"
1281,MOSFET
1281,noise
1281,"non-instantaneous multiplication"
1281,photodetector
1281,"wireless communication"
1282,"Android software stack"
1282,"DTV set"
1282,"embedded systems"
1282,"Linux kernel"
1282,"set-top box"
1283,"ferroelectric thin film"
1283,MEMS
1283,"Micromachined acoustic device"
1283,PZT
1283,"ultrasonic transducer"
1284,"average symbol error rate"
1284,Diversity
1284,"equal gain combining"
1284,"Hoyt fading"
1284,PDF
1285,"Design of experiments"
1285,"power coefficient"
1285,"wind power generation"
1285,"wind turbine"
1286,"analog applications"
1286,"asymmetric source-drain"
1286,channel-JFET
1286,"double-gate JFETs"
1286,"Low-power device"
1286,"ultra-low voltage device"
1287,"Channel Modeling"
1287,DVB-T
1287,DVB-T2
1287,Software-Radio
1288,"Embedded Surveillance System"
1288,"Majority Voting Mechanism"
1288,"PIR Sensor"
1288,"Ultrasonic Sensor"
1289,"chemical passivation"
1289,III-V
1289,"surface structures"
1290,"p-n junction diode"
1290,"Polycrystalline 3C-SiC"
1290,"Schottky diode"
1290,SEM
1334,"ARIMA processes"
1334,"Markov processes"
1334,"stochastic processes"
1334,"time series"
1334,"wind power generation"
1335,"Day-ahead market"
1335,"decision tree"
1335,heuristics
1335,"reserve shortage pricing"
1335,"stochastic programming"
1336,"Continuous incremental cost offers"
1336,"electricity markets"
1336,"fast computation of all Nash equilibria"
1336,"merit order"
1336,"pure strategy Nash equilibria"
1337,"Power system economics"
1337,"real-time pricing"
1337,"unit commitment"
1337,"wind forecast errors"
1337,"wind power generation"
1338,"Distribution networks"
1338,"iterative solutions"
1338,"load flow"
1338,"sweep-based methods"
1339,"Clustering methods"
1339,"frequency stability"
1339,"load shedding"
1340,"Electric machines"
1340,"finite-element methods"
1340,inductance
1340,"magnetic fields"
1340,"magnetic transducers"
1341,"Energy management"
1341,"energy measurement"
1341,"load management"
1341,"power measurement"
1341,"power system economics"
1341,tariffs
1342,"Blackbox models"
1342,"interruption performance evaluators"
1342,"low-voltage arc"
1342,"Savitsky&#x2013;Golay filter"
1343,Iridium
1343,microcontroller
1343,"nonlinear programming"
1343,"renewable energy"
1343,"satellite communications"
1343,"smart systems"
1344,"Coupling capacitor voltage transformer (CCVT)"
1344,ferroresonance
1344,"ferroresonance suppression circuits"
1344,"least error squares curve fitting"
1345,"Energy dissipation"
1345,"transmission tower"
1345,"wind load"
1346,"Feature extraction"
1346,"neuro-Fuzzy network"
1346,noise-suppression
1346,"power quality"
1346,"wavelet transform"
1347,Harmonics
1347,impedance
1347,offshore
1347,"power cable"
1347,"proximity effect"
1347,subsea
1348,"distribution systems"
1348,"lightning performance"
1348,"lightning-induced overvoltages"
1348,LIOV-EMTP
1348,"overhead power lines"
1348,"power quality"
1349,"Converter control"
1349,CSC&#x2013;HVDC
1349,"four-quadrant power control"
1349,HVDC
1349,"multilevel conversion"
1349,"multilevel reinjection conversion"
1412,"Bicycle robot"
1412,"Climbing capability"
1412,"Dynamic characteristics"
1412,"Dynamic modeling"
1412,Slope-climbing
1413,CMAC
1413,"Feedforward compensator"
1413,"Neural network"
1413,"PID controller"
1414,China
1414,"job burnout"
1414,"turnover intention"
1414,"turnover rate"
1414,"university teachers"
1415,EMF
1415,MDA
1415,"model transformation"
1415,MOF
1415,QVT
1416,anti-synchronization
1416,chaos
1416,"chaotic attractor"
1416,"Sprott E system"
1417,collaboration
1417,convoy
1417,"emergent information technology"
1417,"multi-agent system"
1417,scenario
1417,scene
1418,"Fuzzy clustering"
1418,"Marketing data"
1418,"observed Variable"
1418,"unobserved variable"
1419,"Control input"
1419,"Dirac Function"
1419,"Linear Autonomous Descriptor System"
1420,"Backstepping design method"
1420,"Chaotic synchronization"
1420,"Discrete-time chaotic system."
1421,"flagellar motion"
1421,"nano swimmers"
1421,nanorobots
1422,"brute force attack"
1422,"disable person"
1422,"fuzzy measure"
1422,"fuzzy timing password"
1422,"identity authentication"
1422,"visually impaired"
1423,"association rules"
1423,"negative association rules"
1423,"sequential patterns"
1423,"user interface structure verification"
1424,"CCD camera"
1424,"distance measurement"
1424,"Image-based measuremeent"
1424,localization
1424,pixel
1424,"tilt photographing"
1425,"CCD camera"
1425,"distance measurement"
1425,"three-dimensional measurement"
1426,"Fuzzy Controller"
1426,"Rotary Inverted Pendulum"
1426,"Sliding Mode Control"
1427,"Computer Vision"
1427,"Object Detection"
1427,"Object Extraction"
1427,"Stereo Camera"
1428,"Asymmetric operation"
1428,"Conventional compensator"
1428,"N-1 Safety criterion"
1428,"Power transfer"
1428,"Reactive compensation"
1428,"Surge impedance loading"
1428,"Symmetric operation"
1429,"obstacle avoidance"
1429,"rescue robot"
1430,"hybrid algorithm"
1430,"line search"
1430,"numerical experiments"
1430,PSO
1431,"Ant Colony Optimization"
1431,"Web agent"
1431,"Web navigation"
1431,"Web structure analysis"
1432,"formation flying"
1432,"neural network"
1432,simulation
1432,"sliding mode control"
1432,"space robot"
1433,"bidding strategies"
1433,"electricity market"
1433,"offering strategies"
1434,"Autonomous configuration"
1434,network
1434,pheromone
1435,"Arithmetic crossover"
1435,"Modal Analysis"
1435,"Parallel Genetic Algorithm"
1435,"Pareto front"
1435,"Power System Stabilizer"
1435,"Small-signal stability"
1436,"Constructal Design"
1436,"Negative Fin"
1436,"Thermal Optimization"
1436,Y-Shaped
1482,Acoustic
1482,Admittance
1482,Computation
1482,"Finite Difference Time Domain"
1482,Simulation
1483,"adaptive time-frequency transform"
1483,"Audio coding"
1483,"fast lattice vector quantization"
1483,full-band
1483,"low complexity"
1484,"computer visioni"
1484,"digital photos"
1484,ladar
1484,"view frusta"
1485,image
1485,registration
1485,vector
1486,algorithm
1486,CFAR
1486,detection
1486,hyperspectral
1487,"Data overlap"
1487,"Hough Transform"
1487,"Image Processing"
1487,"Iris Recognition"
1487,"Iris Segmentation"
1487,NIR
1487,Noise
1488,"feature enhanced MMI"
1488,"kurtosis measurement"
1488,"Maximization of Mutual Information"
1489,"Dynamic condition"
1489,"Phasor Measurement Unit"
1489,"Synchrophasor measurement"
1490,Monitoring
1490,"Remote access"
1490,Stationarity
1490,"Synchronized measurements"
1490,"Virtual Synchronous Generator"
1491,component
1491,"distributed control"
1491,high-availability
1491,IEC61850
1491,IEC62439
1491,IEEE1588
1491,"substation automation"
1491,synchronization
1492,"adjacent interference"
1492,"Current transformer"
1492,"Rogowski coil"
1493,"current transformer"
1493,"direct current offset"
1493,"Hall effect"
1493,"Hall integrated circuit"
1493,microsensor
1559,"counter flow"
1559,"open access"
1559,"transmission pricing"
1559,"wheeling transaction"
1560,"Context-based Deep Packet Inspection"
1560,IKE
1560,ISAKMP
1560,"Main mode"
1561,"compound traffic network"
1561,"the bi-level programming"
1561,"traffic engineering"
1561,"urban land use"
1562,PERT
1562,"project duration risk"
1562,"project management"
1562,"risk degree"
1562,"the unascertained number algorithm"
1563,DAEs
1563,"Doubly Fed Induction Generator (DFIG)"
1563,SIMethod
1563,"Synchronous Machine"
1563,"Transient Statbility Analysis"
1564,"Anisotropic elasticity"
1564,"Cylindrical anisotropy"
1564,"Cylindrical coordinates"
1564,"Eigenfunction expansion"
1564,Hamiltonian
1564,"State space"
1565,"data mining"
1565,FP-growth
1565,"frequent pattern mining"
1566,"Accessible nodes"
1566,fast
1566,"Grounding grid"
1566,projected-Landweber
1567,"developing Processes"
1567,"surface discharge"
1567,temperature
1568,"Load Forecasting"
1568,"Marine vehicle power systems"
1568,"Marine vehicle propulsion"
1569,"Marine technology"
1569,"power distribution"
1569,"power system availability"
1569,"power system protection"
1570,"Arabic Text Categorization"
1570,"Back-Propagation Neural Network"
1570,"Dimensionality Reduction"
1571,"Environmental traffic capacity"
1571,"Traffic efficiency"
1571,"Traffic structure optimization"
1572,"Collision Warning"
1572,"Driver Assistance"
1572,"Intersection Safety"
1572,"Risk Assessment"
1572,"Safety Performance Measures"
1573,"Distributed Generation (DG)"
1573,"Distribution System"
1573,"Relative Electrical Distance (RED)"
1573,"T -index"
1574,capacity
1574,"complex network"
1574,fractal
1574,"regional freight transportation network (RFTN)"
1575,"active power filter"
1575,"amplitude-limited compensation"
1575,"load-type identification"
1575,"one-cycle current controller"
1575,"three-phase grid-connected PV inverter"
1576,ARQ
1576,BER
1576,MRC
1576,"Optimal transmit power"
1576,"Rayleigh fading"
1576,"Wireless Sensor Networks"
1577,"Leakage current"
1577,"Min-Norm method"
1577,"Silicon-rubber insulator"
1577,"wet pollution"
1578,ADC
1578,"Data Acquisition"
1578,FFT
1578,FPGA
1578,"Frequency Monitoring"
1578,Multiplexing
1578,Real-time
1578,"Signal Processing"
1579,CVT
1579,"epicyclic gearbox"
1579,flywheel
1579,"hybrid vehicle"
1579,"Regenerative energy"
1580,Bluetooth
1580,"Cockpit Telemetry"
1580,"Driver Interface"
1580,WLAN
1581,APROSYS
1581,"Automatic evaluation"
1581,"Image analysis"
1581,"Intelligent Safety Systems"
1581,"Side Pre-Crash"
1581,"Side sensing"
1581,"Stereo Camera"
1581,Synchronization
1582,"directly drive"
1582,"matrix converter"
1582,"micro-turbine generator"
1582,PMSG
1582,"three-step commutation sequence"
1583,"Deregulated power markets"
1583,"Genetic algorithm"
1583,"Lagrange relaxation"
1583,"unit commitment"
1584,Battery
1584,"Data acquisition"
1584,"Energy management"
1584,"Hybrid vehicle"
1584,"Plug in Hybrid"
1584,Simulation
1585,"breakdown strength"
1585,nanofluid
1585,"TiO<inf>2</inf> nanoparticle"
1585,"transformer oil"
1586,"comprehensive transport hub"
1586,"joint hub"
1586,"management mechanism"
