document_id,category,original_text,stemmed_text,word_count,keyword_percentage
244,Bioengineering,"This article presents a robust method for decoding mental states from non-invasive electroencephalographic signals. We particularly address two issues related to asynchronous Brain-Computer Interfaces (BCIs). First our method based on robust learning goes beyond the usual assumption that subjects perform mental tasks with a constant accuracy along each whole trial. We show that the combination of linear spatial filtering and resampling-based learning increases robustness and classification accuracy. Second the idle state identification issue in BCI is studied. We demonstrate that its explicit definition using data recorded between trials improves mental states decoding. Using dataset 1 of the BCI Competition IV (2008), in which four healthy subjects were involved in an asynchronous BCI experiment, our algorithm is shown to outperform state-of-the-art methods. We hope that questions raised in this paper could help designing robust BCI systems.","this article present a robust method for decode mental state from non-invasive electroencephalographic signal . we particularly address two issue relate to asynchronous brain-computer interface -LRB- bci -RRB- . first our method base on robust learning go beyond the usual assumption that subject perform mental task with a constant accuracy along each whole trial . we show that the combination of linear spatial filter and resampling-based learning increase robustness and classification accuracy . second the idle state identification issue in bci be study . we demonstrate that its explicit definition use data record between trial improve mental state decode . use dataset 1 of the bci competition iv -LRB- 2008 -RRB- , in which four healthy subject be involve in an asynchronous bci experiment , our algorithm be show to outperform state-of-the-art method . we hope that question raise in this paper could help design robust bci system .",135,0.42857142857142855
245,Bioengineering,"Classifiers in a high dimensional space based on the signals of multiple electrodes in EEG-based BCIs suffer from the curse of dimensionality due to the limited training dataset. In order to tackle this problem, we design a framework of two-layer hidden Markov models (HMMs) for probabilistic classification of EEG signals. We first independently model the characteristics of EEG signals embedded in each channel for different motor imagery tasks in the lower-layer, and then represent the holistic task-related dynamic EEG patterns in the upper-layer by considering the relationships among channels. From the experimental results based on the dataset II-a of BCI Competition IV (2008), we demonstrated that our method achieved high session-to-session transfer results and was superior to previous methods.","classifier in a high dimensional space base on the signal of multiple electrode in eeg-based bci suffer from the curse of dimensionality due to the limited training dataset . in order to tackle this problem , we design a framework of two-lay hidden markov model -LRB- hmm -RRB- for probabilistic classification of eeg signal . we first independently model the characteristic of eeg signal embed in each channel for different motor imagery task in the lower-layer , and then represent the holistic task-related dynamic eeg pattern in the upper-layer by consider the relationship among channel . from the experimental result base on the dataset ii-a of bci competition iv -LRB- 2008 -RRB- , we demonstrate that our method achieve high session-to-session transfer result and be superior to previous method .",119,0
246,Bioengineering,"While medical imaging typically provides massive amounts of data, the automatic extraction of relevant information in a given applicative context remains a difficult challenge in general. With functional MRI (fMRI), the data provide an indirect measurement of brain activity, that can be related to behavioral information. It is now standard to formulate this relation as a machine learning problem where the signal from the entire brain is used to predict a target, typically a behavioral variable. In order to cope with the high dimensionality of the data, the learning method requires a regularization procedure. Among other alternatives, &#x2113;<sub>1</sub> regularization achieves simultaneously a selection of the most predictive features. One limitation of the latter method, also referred to as Lasso in the case of regression, is that the spatial structure of the image is not taken into account, so that the extracted features are often hard to interpret. To obtain more informative and interpretable results, we propose to use the &#x2113;<sub>1</sub> norm of the image radient, a.k.a., the Total Variation (TV), as regularization. TV extracts few predictive regions with piecewise constant weights over the whole brain, and is thus more consistent with traditional brain mapping. We show on real fMRI data that this method yields more accurate predictions in inter-subject analysis compared to voxel-based reference methods, such as Elastic net or Support Vector Regression.","while medical imaging typically provide massive amount of data , the automatic extraction of relevant information in a give applicative context remain a difficult challenge in general . with functional mri -LRB- fmri -RRB- , the data provide an indirect measurement of brain activity , that can be relate to behavioral information . it be now standard to formulate this relation as a machine learn problem where the signal from the entire brain be use to predict a target , typically a behavioral variable . in order to cope with the high dimensionality of the data , the learn method require a regularization procedure . among other alternative , & # x2113 ; 1 regularization achieve simultaneously a selection of the most predictive feature . one limitation of the latter method , also refer to as lasso in the case of regression , be that the spatial structure of the image be not take into account , so that the extract feature be often hard to interpret . to obtain more informative and interpretable result , we propose to use the & # x2113 ; 1 norm of the image radient , a.k.a. , the total variation -LRB- tv -RRB- , as regularization . tv extract few predictive region with piecewise constant weight over the whole brain , and be thus more consistent with traditional brain mapping . we show on real fmri data that this method yield more accurate prediction in inter-subject analysis compare to voxel-based reference method , such as elastic net or support vector regression .",223,1
247,Bioengineering,"This paper presents the investigation and application on Shanghai Metro TV system. Firstly, we introduce the key techniques and main points of coverage system design. Then we describe the trial and field testing based on metro TV on line 2, which confirms the feasibility and effectiveness of the proposed coverage system. Shanghai metro TV system has been applied to line 1 to line 9 and shows satisfactory operation results.","this paper present the investigation and application on shanghai metro tv system . firstly , we introduce the key technique and main point of coverage system design . then we describe the trial and field testing base on metro tv on line 2 , which confirm the feasibility and effectiveness of the propose coverage system . shanghai metro tv system have be apply to line 1 to line 9 and show satisfactory operation result .",69,1
248,Bioengineering,"Cognitive Computing (CC) is an emerging paradigm of intelligent computing theories and technologies based on cognitive informatics that implements computational intelligence by autonomous inferences and perceptions mimicking the mechanisms of the brain. The development of Cognitive Computers (cC) is centric in cognitive computing methodologies. A cC is an intelligent computer for knowledge processing as that of a conventional von Neumann computer for data processing. This paper summarizes the presentations of a set of 9 position papers presented in the ICCI'10 Panel on Cognitive Computing and Applications contributed from invited panelists who are part of the world's renowned researchers and scholars in the field of cognitive informatics and cognitive computing.","cognitive computing -LRB- cc -RRB- be an emerge paradigm of intelligent computing theory and technology base on cognitive informatics that implement computational intelligence by autonomous inference and perception mimic the mechanism of the brain . the development of cognitive computer -LRB- cc -RRB- be centric in cognitive computing methodology . a cc be an intelligent computer for knowledge processing as that of a conventional von neumann computer for data processing . this paper summarize the presentation of a set of 9 position paper present in the icci '10 panel on cognitive computing and application contribute from invite panelist who be part of the world 's renowned researcher and scholar in the field of cognitive informatics and cognitive computing .",109,0.29411764705882354
249,Bioengineering,"The failures of iterative decoders for low-density parity-check (LDPC) codes on the additive white Gaussian noise channel (AWGNC) and the binary symmetric channel (BSC) can be understood in terms of combinatorial objects known as trapping sets. In this paper, we derive a systematic method to identify the most relevant trapping sets for decoding over the BSC in the error floor region. We elaborate on the notion of the critical number of a trapping set and derive a classification of trapping sets. We then develop the trapping set ontology, a database of trapping sets that summarizes the topological relations among trapping sets. We elucidate the usefulness of the trapping set ontology in predicting the error floor as well as in designing better codes.","the failure of iterative decoder for low-density parity-check -LRB- ldpc -RRB- code on the additive white gaussian noise channel -LRB- awgnc -RRB- and the binary symmetric channel -LRB- bsc -RRB- can be understand in term of combinatorial object know as trap set . in this paper , we derive a systematic method to identify the most relevant trapping set for decode over the bsc in the error floor region . we elaborate on the notion of the critical number of a trapping set and derive a classification of trap set . we then develop the trapping set ontology , a database of trap set that summarize the topological relation among trap set . we elucidate the usefulness of the trapping set ontology in predict the error floor as well as in design better code .",122,0
250,Bioengineering,"Multilevel Reed-Solomon (RS) codes are powerful types of generalized concatenated codes which can improve the error-correcting capability of RS codes without resorting to large finite fields. The redundancy has to be non-uniformly distributed over the rows in order to maximize the minimum distance of multilevel RS codes. So the straightforward columnwise interleaving is not the efficient way of interleaving in these schemes. In this paper, we provide optimal interleaving algorithms in order to maximize the burst-correcting capability of multilevel RS codes.","multilevel reed-solomon -LRB- r -RRB- code be powerful type of generalize concatenate code which can improve the error-correcting capability of r code without resort to large finite field . the redundancy have to be non-uniformly distribute over the row in order to maximize the minimum distance of multilevel r code . so the straightforward columnwise interleaving be not the efficient way of interleave in these scheme . in this paper , we provide optimal interleave algorithm in order to maximize the burst-correcting capability of multilevel r code .",81,0.2
251,Bioengineering,"Modern space missions equipped with SAR instruments provide high spatial resolution data. In such data features of urban objects, man-made structures, as well as natural targets can be identified. We propose a descriptive model based on the frequency spectra of the complex signal, that integrates the radiometric, geometric, and texture features, for scene and target indexing, to cope with the problem of large database queries and information retrieval. Considering the properties of the Spotlight imaging mode in particular, a phase correction algorithm is applied to the data, prior to feature extraction. The assignation of a particular scene to a certain class is done using a Bayesian Support Vector Machine classifier. The method allowed for the recognition of more than thirty targets and structures in the scenes.","modern space mission equip with sar instrument provide high spatial resolution data . in such data feature of urban object , man-made structure , as well as natural target can be identify . we propose a descriptive model base on the frequency spectrum of the complex signal , that integrate the radiometric , geometric , and texture feature , for scene and target indexing , to cope with the problem of large database query and information retrieval . consider the property of the spotlight imaging mode in particular , a phase correction algorithm be apply to the data , prior to feature extraction . the assignation of a particular scene to a certain class be do use a bayesian support vector machine classifier . the method allow for the recognition of more than thirty target and structure in the scene .",126,0
252,Bioengineering,"High level image understanding and content extraction requires image regions analysis to reveal the spatial interaction between them. This paper aims to engender new attributes for scene description considering the relative position of the objects inside. A visual grammar of the scene is built using an extension for a Knowledge Based Image Information Mining system (KIM). The objects are extracted using statistical models and machine learning through the KIM system, according to the user interest. Further, an affine invariant descriptor of the relative position between two objects is computed. This is the force histogram and it is considered to be a spatial signature which characterizes configurations of regions based on the attraction forces between the composing objects. Thereby, new patterns could be defined using similar object configurations, in order to enhance the effectiveness of the content-based image retrieval inside large databases.","high level image understanding and content extraction require image region analysis to reveal the spatial interaction between them . this paper aim to engender new attribute for scene description consider the relative position of the object inside . a visual grammar of the scene be build use an extension for a knowledge base image information mining system -LRB- kim -RRB- . the object be extract use statistical model and machine learn through the kim system , accord to the user interest . far , an affine invariant descriptor of the relative position between two object be compute . this be the force histogram and it be consider to be a spatial signature which characterize configuration of region base on the attraction force between the composing object . thereby , new pattern could be define use similar object configuration , in order to enhance the effectiveness of the content-based image retrieval inside large database .",141,0
253,Bioengineering,"In this paper we describe the design and implementation details of a mobile application supporting news access and virtual community interactive services, based on open technologies such as Java programming language, Java Mobile Edition (Java ME) libraries, MySQL database and an open Web server. The goal was to create an easy to use, mobile, interactive, flexible and extensible client-server solution, including a portable Java client and a Web portal access to the content. To prove these features, we chose to implement and compare two different kind of interactive services, and made plans for further services and improvements.","in this paper we describe the design and implementation detail of a mobile application support news access and virtual community interactive service , base on open technology such as java programming language , java mobile edition -LRB- java me -RRB- library , mysql database and an open web server . the goal be to create an easy to use , mobile , interactive , flexible and extensible client-server solution , include a portable java client and a web portal access to the content . to prove these feature , we choose to implement and compare two different kind of interactive service , and make plan for further service and improvement .",97,1
254,Bioengineering,"This paper proposes a new selection algorithm for the generator polynomials of the component convolutional codes matched to an imposed interleaver. The algorithm leads to better performances than the existing ones for high SNR values. We illustrate this fact by simulation with polynomials for memory orders 3 with length of 40 and a QPP interleaver.","this paper propose a new selection algorithm for the generator polynomial of the component convolutional code match to an impose interleaver . the algorithm lead to better performance than the exist one for high snr value . we illustrate this fact by simulation with polynomial for memory order 3 with length of 40 and a qpp interleaver .",55,0.3333333333333333
255,Bioengineering,"In this paper we present a new &#x201C;dynamical&#x201D; spectral encoding method for the optical code division multiple access (OCDMA) indoor wireless communication system. In contrast with the classical OCDMA systems, where one user transmits all the information bits using the same spreading code sequence, in the proposed &#x201C;dynamical&#x201D; case one user transmits a fixed number of bits using one code sequence, and thereafter the code sequence is changed. According to obtained results, the performances of the system are better because of multipath interference reduction.","in this paper we present a new & # x201c ; dynamical & # x201d ; spectral encode method for the optical code division multiple access -LRB- ocdma -RRB- indoor wireless communication system . in contrast with the classical ocdma system , where one user transmit all the information bit use the same spread code sequence , in the propose & # x201c ; dynamical & # x201d ; case one user transmit a fixed number of bit use one code sequence , and thereafter the code sequence be change . accord to obtain result , the performance of the system be better because of multipath interference reduction .",84,0.75
256,Bioengineering,"We propose a framework for a secure RSU-to-OBU message broadcasting in VANETs using proxy signatures. We consider a VANET infrastructure for which the network assumptions are similar to the current standards of VANET communications. The main purpose of our scheme is to provide message integrity, authenticate the broadcast messages, and authenticate the RSU to the OBUs. We set the appropriate liabilities to the network components enabling the OBU to verify the received message for its validity and integrity. Our contribution includes modification of the proxy signature scheme in order to fulfill the security requirements of a VANET's message broadcast. The security analysis of our scheme strongly supports the applicability of our proposed framework.","we propose a framework for a secure rsu-to-obu message broadcasting in vanet use proxy signature . we consider a vanet infrastructure for which the network assumption be similar to the current standard of vanet communication . the main purpose of our scheme be to provide message integrity , authenticate the broadcast message , and authenticate the rsu to the obu . we set the appropriate liabilities to the network component enable the obu to verify the receive message for its validity and integrity . our contribution include modification of the proxy signature scheme in order to fulfill the security requirement of a vanet 's message broadcast . the security analysis of our scheme strongly support the applicability of our propose framework .",113,0.5714285714285714
257,Bioengineering,"In this paper, we developed a novel catheter operating system using force sensors and monitor for medical applications, which included a highly precise master-slave remote control system. We designed micro force sensors and used them in the system to ensure the operation security in intravascular neurosurgery applications, using camera to monitor the situation of simulation experiment. We carried out the operation simulation experiments and got the force information by force sensors when the catheter contacted the simulator of blood vessel. The experimental results indicated that the proposed force sensors-based catheter operating system works well and can be controlled remotely, and the force feedback can effectively improve operability, also this system can avoid danger automatically.","in this paper , we develop a novel catheter operate system use force sensor and monitor for medical application , which include a highly precise master-slave remote control system . we design micro force sensor and use them in the system to ensure the operation security in intravascular neurosurgery application , use camera to monitor the situation of simulation experiment . we carry out the operation simulation experiment and get the force information by force sensor when the catheter contact the simulator of blood vessel . the experimental result indicate that the propose force sensors-based catheter operating system work well and can be control remotely , and the force feedback can effectively improve operability , also this system can avoid danger automatically .",114,0.4
258,Bioengineering,"People have the perception that prior to making a voluntary movement, there is an intention to move. The timing of this subjective impression has been measured using Libet's clock and is on average about 300 ms prior to EMG onset. EEG and MEG show activity prior to movement, and by the voltage measurement, there is a rising negativity called the Bereitschafts potential beginning about 1.5 s prior to EMG onset. This indicates that the brain mechanisms for generating a voluntary movement begin prior to the subjective intention, that is, unconsciously. If it were possible to detect relevant EEG signals with single events in real time, then it would be possible to identify that movement is being prepared prior to, or at least simultaneously with, the subjective experience. Work in our laboratory has been making progress in identifying EEG and MEG activity indicating the intention to move and which movement will be made. Such signals could be used to drive a brain-computer interface.","people have the perception that prior to make a voluntary movement , there be an intention to move . the timing of this subjective impression have be measure use libet 's clock and be on average about 300 m prior to emg onset . eeg and meg show activity prior to movement , and by the voltage measurement , there be a rise negativity call the bereitschaft potential begin about 1.5 s prior to emg onset . this indicate that the brain mechanism for generate a voluntary movement begin prior to the subjective intention , that be , unconsciously . if it be possible to detect relevant eeg signal with single event in real time , then it would be possible to identify that movement be be prepare prior to , or at least simultaneously with , the subjective experience . work in our laboratory have be make progress in identify eeg and meg activity indicate the intention to move and which movement will be make . such signal could be use to drive a brain-computer interface .",162,0.5
259,Bioengineering,"The display of the colonoscope shape inside human body is a new technique under development which helps the doctor to judge visually if the patient colon is in normal situation or tends to twist the colonoscope into an unusual and unsafe shape. This paper presents a real-time shape reconstruction method based on biber Bragg grating (FBG) sensor array and a positioning technique of colonoscope's handle part by means of binocular vision, while the colonoscope inserted into human colon. Detailed analysis include the detecting principles, spatial curve reconstruction algorithm from the information of FBG sensors, and estimation of pose of the handle part of the colonoscope relative to the world frame. Experimental results demonstrate the effectiveness of the proposed techniques. With an accuracy of shape reconstruction to be improved to 4.5 mm compared with earlier research. By adding the pose detecting subsystem for the colonoscope's handle part, the 3D shape display subsystem will work more effectively and become more practical.","the display of the colonoscope shape inside human body be a new technique under development which help the doctor to judge visually if the patient colon be in normal situation or tend to twist the colonoscope into an unusual and unsafe shape . this paper present a real-time shape reconstruction method base on biber bragg grating -LRB- fbg -RRB- sensor array and a positioning technique of colonoscope 's handle part by mean of binocular vision , while the colonoscope insert into human colon . detailed analysis include the detect principle , spatial curve reconstruction algorithm from the information of fbg sensor , and estimation of pose of the handle part of the colonoscope relative to the world frame . experimental result demonstrate the effectiveness of the propose technique . with an accuracy of shape reconstruction to be improve to 4.5 mm compare with earlier research . by add the pose detect subsystem for the colonoscope 's handle part , the 3d shape display subsystem will work more effectively and become more practical .",159,0.5
260,Bioengineering,"The identification of protein-protein interface is essential for proper annotation of protein-function, drug design and interpreting protein interaction networks. Desolvation properties of protein surface play an important role in protein-protein binding. We present a method here that uses desolvation energy to identify protein-protein interface. Utilizing desolvation energy, the optimal docking area (ODA) method in Fernandez-Recio, J. et al, (2005) identifies protein-protein interfaces by calculating the ODA values and then applying a fixed threshold on the ODA values for all proteins. The proposed method derives desolvation energy histograms of all proteins from ODA values and calculates an individual threshold for each protein to identify interface. An individual threshold for a test protein is calculated based on the ODA values of known hot spots of a protein that has the closest match to its ODA histogram with test protein. Results show that overall success rate improved to 58.8% from 39% on a dataset comprised of 51 proteins involved in non-obligate hetero-complexes. The proposed method predicted at least one hot spot in 49 cases as compared to 31 in the ODA method. In addition, comparable results were found for both X-ray and NMR structures","the identification of protein-protein interface be essential for proper annotation of protein-function , drug design and interpret protein interaction network . desolvation property of protein surface play an important role in protein-protein binding . we present a method here that use desolvation energy to identify protein-protein interface . utilize desolvation energy , the optimal docking area -LRB- oda -RRB- method in fernandez-recio , j. et al , -LRB- 2005 -RRB- identify protein-protein interface by calculate the oda value and then apply a fix threshold on the oda value for all protein . the propose method derive desolvation energy histogram of all protein from oda value and calculate an individual threshold for each protein to identify interface . an individual threshold for a test protein be calculate base on the oda value of know hot spot of a protein that have the close match to its oda histogram with test protein . result show that overall success rate improve to 58.8 % from 39 % on a dataset comprise of 51 protein involve in non-obligate hetero-complex . the propose method predict at least one hot spot in 49 case as compare to 31 in the oda method . in addition , comparable result be find for both x-ray and nmr structure",191,0.5
261,Bioengineering,"In this paper, Delphi Method which takes advantage of experts' wisdom and experience is introduced to standardize and quantify The Party member's criterion in the Constitution of the Communist Party of China. With the real situation in colleges, a new framework about evaluation new students who want to take part in the Party is proposed. Then the information management system for the evaluation is designed for the staffers, with this system, it is easy to evaluate the students whether match the condition as a new party member. In practice, this information management seems be helpful for staffs and students.","in this paper , delphi method which take advantage of expert ' wisdom and experience be introduce to standardize and quantify the party member 's criterion in the constitution of the communist party of china . with the real situation in college , a new framework about evaluation new student who want to take part in the party be propose . then the information management system for the evaluation be design for the staffer , with this system , it be easy to evaluate the student whether match the condition as a new party member . in practice , this information management seem be helpful for staff and student .",99,0.5
262,Bioengineering,"With the rapid development of information society, intrusion has been increasing gradually, initiating a series of security problems. Traditional firewall only guards against external attacks, and can not prevent internal intrusions. Intrusion detection system can supplement the firewall insufficiency and has become one of the critical techniques in information security assurance. This paper mainly researches LINUX-based IPv6 intrusion detection system. Firstly, it introduces the concept, models and classification of intrusion detection system, models; secondly, it discusses new intrusion detection techniques based on IPv6; finally, it researches the methods of using LINUX to detect various kinds of intrusion under coexisting network environments of IPv4 and IPv6.","with the rapid development of information society , intrusion have be increase gradually , initiate a series of security problem . traditional firewall only guard against external attack , and can not prevent internal intrusion . intrusion detection system can supplement the firewall insufficiency and have become one of the critical technique in information security assurance . this paper mainly research linux-based ipv6 intrusion detection system . firstly , it introduce the concept , model and classification of intrusion detection system , model ; secondly , it discuss new intrusion detection technique base on ipv6 ; finally , it research the method of use linux to detect various kind of intrusion under coexist network environment of ipv4 and ipv6 .",105,0.6666666666666666
263,Bioengineering,"A stability result of the wireless communication is given by Liapunov's second method.","a stability result of the wireless communication be give by liapunov 's second method .",13,0.6666666666666666
264,Bioengineering,"A result of global asymptotic stability is given by Liapunov's second method.","a result of global asymptotic stability be give by liapunov 's second method .",12,0.3333333333333333
265,Bioengineering,"Chaos of a new class of Hopfield neural networks is investigated. Numerical simulations show that the simple Hopfield neural networks can display chaotic attractors and limit cycles for different parameters. By virtue of horseshoes theory in dynamical systems, the rigorous computer-assisted verifications for chaotic behavior of the system for certain parameters is given, and also the quantitative descriptions of the complexity of these systems.","chaos of a new class of hopfield neural network be investigate . numerical simulation show that the simple hopfield neural network can display chaotic attractor and limit cycle for different parameter . by virtue of horseshoe theory in dynamical system , the rigorous computer-assisted verification for chaotic behavior of the system for certain parameter be give , and also the quantitative description of the complexity of these system .",64,0.6666666666666666
266,Bioengineering,"Reconstructing high resolution images from compressed low resolution video is a hot issue now. In many real applications, such as surveillance users often only get low quality videos which are hard to identify interested objects, super resolution restoration is a effective tool to enhance the quality of images. Quantization loss is the major cause for losing images details, this paper propose an new method to estimate the quantization noise in frequency domain using Laplace model for DCT coefficients, then the distribution parameter of Laplace is treated as variable simultaneously iterated with the object high resolution images. Experiments indicate that this algorithm in compressed video restoration details due to quantization noise have better performance than others.","reconstruct high resolution image from compress low resolution video be a hot issue now . in many real application , such as surveillance user often only get low quality video which be hard to identify interested object , super resolution restoration be a effective tool to enhance the quality of image . quantization loss be the major cause for lose image detail , this paper propose an new method to estimate the quantization noise in frequency domain use laplace model for dct coefficient , then the distribution parameter of laplace be treat as variable simultaneously iterate with the object high resolution image . experiment indicate that this algorithm in compress video restoration detail due to quantization noise have better performance than other .",115,0.5
267,Bioengineering,"A hybrid Computational Intelligence-based Knowledge Discovery system is presented in this paper. The system works in three phases. In phase 1, many feature selection algorithms are utilized to select informative cancer-related genes from microarray expression data. Compared with other algorithms, our GSVM-RFE algorithm demonstrates superior performance on the microarray expression dataset for AML/ALL classification. Specifically, a compact &#8220; perfect&#8221; gene subset is reported. In phase 2, many intelligent computation models are implemented to extract useful knowledge about functions of selected genes to regulate the cancer being studied. Knowledge can ease further biomedical study because of reliable information sources, high prediction accuracy, and easiness to interpret. Currently, knowledge is represented in two formats, Web-based and Rule-based. As a future work, we plan to implement knowledge fusion algorithms in phase 3 to synthesize and consolidate hybrid knowledge into a single knowledge base to provide effective and efficient decision support for cancer diagnosis and drug discovery.","a hybrid computational intelligence-based knowledge discovery system be present in this paper . the system work in three phase . in phase 1 , many feature selection algorithm be utilize to select informative cancer-related gene from microarray expression data . compare with other algorithm , our gsvm-rfe algorithm demonstrate superior performance on the microarray expression dataset for aml/all classification . specifically , a compact &#8220; perfect &#8221; gene subset be report . in phase 2 , many intelligent computation model be implement to extract useful knowledge about function of select gene to regulate the cancer be study . knowledge can ease further biomedical study because of reliable information source , high prediction accuracy , and easiness to interpret . currently , knowledge be represent in two format , web-based and rule-based . as a future work , we plan to implement knowledge fusion algorithm in phase 3 to synthesize and consolidate hybrid knowledge into a single knowledge base to provide effective and efficient decision support for cancer diagnosis and drug discovery .",153,0.4
268,Bioengineering,"Non-ideal iris images can significantly affect the accuracy of iris recognition systems for two reasons: 1) they cannot be properly preprocessed by the system; and/or 2) they have poor image quality. However, many traditional iris recognition systems have been deployed in law enforcement, military, or many other important locations. It will be expensive to replace all these systems. It will be desirable if the traditional systems can be transformed to perform in non-ideal situations without an expensive update. In this paper, we propose a method that can help traditional iris recognition systems to work on the non-ideal situation using a video image approach. The proposed method will quickly identify and eliminate the bad quality images from iris videos for further processing. The segmentation accuracy is critical in recognition and would be challenging for traditional systems. The segmentation evaluation is designed to evaluate if the segmentation is valid. The information distance based quality measure is used to evaluate if the image has enough quality for recognition. The segmentation evaluation score and quality score are combined to predict the recognition performance. The research results show that the proposed methods can work effectively and objectively. The combination of segmentation and quality scores is highly correlated with the recognition accuracy and can be used to improve the performance of iris recognition systems in a non-ideal situation. The deployment of such a system would not cost much since the core parts of the traditional systems are not changed and we only need to add software modules. It will be very practical to transform the traditional system using the proposed method.","non-ideal iris image can significantly affect the accuracy of iris recognition system for two reason : 1 -RRB- they can not be properly preprocess by the system ; and/or 2 -RRB- they have poor image quality . however , many traditional iris recognition system have be deploy in law enforcement , military , or many other important location . it will be expensive to replace all these system . it will be desirable if the traditional system can be transform to perform in non-ideal situation without an expensive update . in this paper , we propose a method that can help traditional iris recognition system to work on the non-ideal situation use a video image approach . the propose method will quickly identify and eliminate the bad quality image from iris video for further processing . the segmentation accuracy be critical in recognition and would be challenge for traditional system . the segmentation evaluation be design to evaluate if the segmentation be valid . the information distance base quality measure be use to evaluate if the image have enough quality for recognition . the segmentation evaluation score and quality score be combine to predict the recognition performance . the research result show that the propose method can work effectively and objectively . the combination of segmentation and quality score be highly correlate with the recognition accuracy and can be use to improve the performance of iris recognition system in a non-ideal situation . the deployment of such a system would not cost much since the core part of the traditional system be not change and we only need to add software module . it will be very practical to transform the traditional system use the propose method .",265,0.25
269,Bioengineering,"Iris recognition has been shown to be one of the most accurate biometrics. However, under non-ideal situations, its recognition accuracy can be reduced dramatically. Under such situations, video images can be used to improve the accuracy. The traditional single image based segmentation method could be inefficient. Video image based thresholding method can help improve the segmentation efficiency. However, traditional thresholding methods are not designed for iris images. In this paper, the multi-level iris video image thresholding method is proposed. It takes advantage of the correlations between consecutive images for video based thresholding. It is an orientation invariant thresholding scheme. K-mean clustering is used to find the clusters and PCA is used to quickly project the image to the clusters. The experimental results show the proposed method is effective. The thresholded images show clear pupil and iris areas, which can help further iris segmentation and processing. In addition, the proposed method can be applied to non-video images if they are obtained from the same sensor with similar illumination conditions.","iris recognition have be show to be one of the most accurate biometrics . however , under non-ideal situation , its recognition accuracy can be reduce dramatically . under such situation , video image can be use to improve the accuracy . the traditional single image base segmentation method could be inefficient . video image base thresholding method can help improve the segmentation efficiency . however , traditional thresholding method be not design for iris image . in this paper , the multi-level iris video image thresholding method be propose . it take advantage of the correlation between consecutive image for video base thresholding . it be an orientation invariant thresholding scheme . k-mean clustering be use to find the cluster and pca be use to quickly project the image to the cluster . the experimental result show the propose method be effective . the thresholded image show clear pupil and iri area , which can help far iris segmentation and processing . in addition , the propose method can be apply to non-video image if they be obtain from the same sensor with similar illumination condition .",168,0.75
340,Communications,"This article introduces a new particle filtering approach for object tracking in video sequences. The projective particle filter uses a linear fractional transformation, which projects the trajectory of an object from the real world onto the camera plane, thus providing a better estimate of the object position. In the proposed particle filter, samples are drawn from an importance density integrating the linear fractional transformation. This provides a better coverage of the feature space and yields a finer estimate of the posterior density. Experiments conducted on traffic video surveillance sequences show that the variance of the estimated trajectory is reduced, resulting in more robust tracking.","this article introduce a new particle filter approach for object tracking in video sequence . the projective particle filter use a linear fractional transformation , which project the trajectory of an object from the real world onto the camera plane , thus provide a better estimate of the object position . in the propose particle filter , sample be draw from an importance density integrate the linear fractional transformation . this provide a better coverage of the feature space and yield a fine estimate of the posterior density . experiment conduct on traffic video surveillance sequence show that the variance of the estimate trajectory be reduce , result in more robust tracking .",104,0.3333333333333333
341,Communications,"This paper describes our work on improving interaction between humans and mobile robots on navigation tasks. To represent and reason about humans' route instructions, a user-centered qualitative spatial model- the Conceptual Route Graph - is introduced. Three reasoning strategies based on this conceptual model are discussed, which enable a mobile robot to generate different clarification responses if spatial mismatches are detected in route instructions. Moreover, results of an empirical study to evaluate and compare their effects on people's navigation activities are presented.","this paper describe our work on improve interaction between human and mobile robot on navigation task . to represent and reason about human ' route instruction , a user-centered qualitative spatial model - the conceptual route graph - be introduce . three reasoning strategy base on this conceptual model be discuss , which enable a mobile robot to generate different clarification response if spatial mismatch be detect in route instruction . moreover , result of an empirical study to evaluate and compare their effect on people 's navigation activity be present .",82,0
342,Communications,"The purpose of this paper is to clarify the differences between approaches in the research field of human-technology interaction. We are especially interested in individuating user psychology from the more traditional paradigms. Therefore, we suggest a preliminary theoretical framework of criteria for distinguishing and individuating the different interaction research paradigms. The framework consists of five dimensions in which the paradigms may vary from each other. In this paper, we also discuss how ubiquitous computing is related to some of the dimensions. In addition, we focus on defining the new elements user psychology can bring to the discussion and analysis of human-technology interaction. To demonstrate the usage of the framework, we apply it to differentiate user psychology from traditional HCI research.","the purpose of this paper be to clarify the difference between approach in the research field of human-technology interaction . we be especially interested in individuate user psychology from the more traditional paradigm . therefore , we suggest a preliminary theoretical framework of criterion for distinguish and individuate the different interaction research paradigm . the framework consist of five dimension in which the paradigm may vary from each other . in this paper , we also discuss how ubiquitous computing be relate to some of the dimension . in addition , we focus on define the new element user psychology can bring to the discussion and analysis of human-technology interaction . to demonstrate the usage of the framework , we apply it to differentiate user psychology from traditional hci research .",120,0.6
